"","x"
"896",0.780457259
"897",0.533850432
"898",0.879462805
"899",0.435882715
"900",0.438753549
"901",0.602450369
"902",0.806895339
"903",0.797079401
"904",0.381554555
"905",0.744714152
"906",0.911925226
"907",0.309667747
"908",0.812658316
"909",0.355849761
"910",0.820272992
"911",0.39902931
"912",0.89577199
"913",0.803430874
"914",0.867945985
"915",0.879644516
"916",0.851084592
"917",0.637685894
"918",0.576748882
"919",0.733677064
"920",0.838896338
"921",0.873548622
"922",0.818410007
"923",0.814351015
"924",0.75438566
"925",0.50934095
"926",0.796130805
"927",0.872166896
"928",0.42888385
"929",0.751028936
"930",0.332183078
"931",0.471098769
"932",0.421080088
"933",0.757084372
"934",0.780233599
"935",0.566780477
"936",0.698211638
"937",0.719700087
"938",0.722267345
"939",0.503360397
"940",0.621573897
"941",0.614972879
"942",0.476320562
"943",0.483712032
"944",0.362038758
"945",0.79815867
"946",0.824651571
"947",0.62410218
"948",0.70836113
"949",0.895949578
"950",0.44335389
"951",0.628458418
"952",0.682766052
"953",0.368047886
"954",0.825561498
"955",0.776246378
"956",0.919727157
"957",0.898174427
"958",0.840654612
"959",0.721182209
"960",0.932774932
"961",0.584455642
"962",0.817765361
"963",0.478228918
"964",0.352440529
"965",0.914198289
"966",0.739610138
"967",0.485951841
"968",0.864569459
"969",0.454341027
"970",0.479828555
"971",0.537310377
"972",0.637283119
"973",0.81745172
"974",0.457536736
"975",0.817626447
"976",0.541090036
"977",0.724966107
"978",0.415526165
"979",0.628820752
"980",0.89379
"981",0.478727128
"982",0.484199822
"983",0.820034383
"984",0.816440362
"985",0.511524482
"986",0.670494684
"987",0.823428215
"988",0.854130186
"989",0.808855052
"990",0.725290694
"991",0.90026443
"992",0.861908078
"993",0.459521205
"994",0.767600733
"995",0.8633907
"996",0.713858012
"997",0.756646212
"998",0.456191585
"999",0.94136025
"1000",0.81731365
"1001",0.365600301
"1002",0.733892744
"1003",0.681285628
"1004",0.861359316
"1005",0.919303865
"1006",0.904439995
"1007",0.825276646
"1008",0.36798344
"1009",0.847712814
"1010",0.415602127
"1011",0.890072934
"1012",0.796483554
"1013",0.710112413
"1014",0.348746841
"1015",0.563510562
"1016",0.726301267
"1017",0.693029296
"1018",0.534974607
"1019",0.83551744
"1020",0.554904
"1021",0.500334271
"1022",0.746796436
"1023",0.942654217
"1024",0.317111773
"1025",0.816842425
"1026",0.456032367
"1027",0.765428873
"1028",0.512099784
"1029",0.328615274
"1030",0.652528142
"1031",0.730513269
"1032",0.847424297
"1033",0.604720965
"1034",0.628098786
"1035",0.881099457
"1036",0.713634328
"1037",0.837394849
"1038",0.885123626
"1039",0.731991622
"1040",0.771581077
"1041",0.759394634
"1042",0.911274668
"1043",0.747662777
"1044",0.838255666
"1045",0.301936233
"1046",0.786400643
"1047",0.820918752
"1048",0.894940785
"1049",0.448115137
"1050",0.55695763
"1051",0.491164278
"1052",0.335652233
"1053",0.798877958
"1054",0.536619187
"1055",0.632204779
"1056",0.473434331
"1057",0.909314645
"1058",0.928653762
"1059",0.519413679
"1060",0.656066538
"1061",0.816941107
"1062",0.374929173
"1063",0.516054072
"1064",0.710912186
"1065",0.769904267
"1066",0.8800999
"1067",0.771927724
"1068",-0.364395684
"1069",0.848866369
"1070",0.388611554
"1071",0.93391961
"1072",0.921350816
"1073",0.81817694
"1074",0.360420796
"1075",0.606331762
"1076",0.798684125
"1077",0.67485296
"1078",0.867275618
"1079",0.53303224
"1080",0.39871788
"1081",0.938844889
"1082",0.357125478
"1083",0.808136939
"1084",0.680177741
"1085",0.689979495
"1086",0.751472508
"1087",0.953058208
"1088",0.496944321
"1089",0.354900391
"1090",0.720011689
"1091",0.578419158
"1092",0.363104454
"1093",0.682991866
"1094",0.638723239
"1095",0.557705749
"1096",0.851260693
"1097",0.827876214
"1098",0.571011564
"1099",0.538812622
"1100",0.601862513
"1101",0.757957565
"1102",0.89668837
"1103",0.32223935
"1104",0.933920596
"1105",0.852998419
"1106",0.611573147
"1107",-0.34617488
"1108",0.890725726
"1109",0.77329222
"1110",0.786159404
"1111",0.878409337
"1112",0.795811519
"1113",0.900636429
"1114",0.841676156
"1115",0.869404314
"1116",0.843081132
"1117",0.395289194
"1118",0.580312443
"1119",0.849956744
"1120",0.346929963
"1121",0.918052689
"1122",0.323626545
"1123",0.505397093
"1124",0.422233756
"1125",0.596529033
"1126",0.485164748
"1127",0.845720615
"1128",0.509418172
"1129",0.320877943
"1130",0.935736931
"1131",0.874030472
"1132",0.826762861
"1133",0.353841199
"1134",0.509606909
"1135",0.526505038
"1136",0.814039138
"1137",0.392269598
"1138",0.413223529
"1139",0.409950684
"1140",0.329443553
"1141",0.641283989
"1142",0.373301814
"1143",0.757111188
"1144",0.414479811
"1145",0.312056946
"1146",0.424866333
"1147",0.791490904
"1148",0.343654131
"1149",0.451228627
"1150",0.526995909
"1151",0.786282146
"1152",0.704838054
"1153",0.551993867
"1154",0.801778575
"1155",0.799471813
"1156",0.784793069
"1157",0.809988502
